Time Diff between first and last (Mins),avg val received,total ether received,Avg min between received tnx,Unique Received From Addresses,max value received , ERC20 min val rec,total Ether sent,total transactions (including tnx to create contract,min value received,Avg min between sent tnx,Sent tnx,Received Tnx,max val sent,min val sent,FLAG
1.5064105236774072,-0.03262631469932347,-0.03034670146139756,-0.2994358265999757,0.032280205424817014,-0.03669586433027018,-0.027525483819507802,-0.025942270058072613,0.3894283015411184,-0.13453041172348001,-0.19746466047395828,0.7990992677817692,-0.0794024644308617,-0.0427519393630536,-0.03463202114446468,0
3.0963668198909735,-0.03477679595336204,-0.03194857733548232,-0.21864352991780583,-0.08493112683494862,-0.040016358089731224,-0.027525483819507802,-0.02834973014558228,-0.13411049887936827,-0.13453041172348001,0.3547604703938944,-0.028964692443238807,-0.165500433026424,-0.04719009762813124,-0.03463202114446468,0
0.9240512822401115,-0.03478607856685518,-0.03194719458581527,-0.241364833391265,-0.06818665079783924,-0.040127658683849286,-0.027525483819507802,-0.028348331004286825,-0.2006620413057013,-0.13418332785134332,11.221899870560614,-0.1504669003231443,-0.16337455725863234,-0.04692781846531016,-0.03427127765221863,0
0.5550037164203203,-0.00042389689755668565,-0.029498418834526495,0.3370908188824782,-0.07823333642010487,-0.0017798427682133367,-0.027525483819507802,-0.023474104698131885,-0.18439388649037544,-0.13453041172348001,0.2388927998166502,-0.12009134835316793,-0.16443749514252817,0.020423176824887045,-0.03463202114446468,0
0.5082942864796497,-0.03398458647192699,-0.03181036120078451,0.117108116941546,-0.07823333642010487,-0.039233069634462554,-0.027525483819507802,-0.02806720066514187,3.206037469340036,-0.13453041172348001,-0.23505520148939987,5.9193607889817,-0.15274517841967403,-0.04610394060880565,-0.03463202114446468,0
-0.6113144121017045,-0.03378914757721822,-0.03193040189552138,-0.33055424655677096,-0.09497781245721425,-0.039847194510615545,-0.027525483819507802,-0.028331264235334625,-0.205838272383305,-0.13230850300929367,0.224023207736401,-0.1504669003231443,-0.17081512244590316,-0.04662636463590483,-0.004569101474647654,0
-0.6492998956747357,-0.03452984078958015,-0.03192388176462191,-0.31955103876507784,-0.07153554600526112,-0.04001353440072478,-0.027525483819507802,-0.028324681347863895,-0.18291496332534582,-0.13438006465769356,-0.23352626039813848,-0.12009134835316793,-0.1623116193747365,-0.04681525503517778,-0.03456379012034126,0
0.31430173226189334,-0.03460160070583948,-0.03194481549257146,-0.3391606302224739,-0.09162891724979237,-0.04006350303360129,-0.027525483819507802,-0.02833405606097072,-0.048332955307650104,-0.13416684797194864,-0.16706596047592032,0.12819577209707372,-0.1686892466781115,-0.04735603828386154,-0.03463202114446468,0
-0.6745807442912055,-0.03421721336248214,-0.03195155789324627,-0.34682249534250464,-0.09832670766463612,-0.04006350303360129,-0.027525483819507802,-0.028352766437348874,-0.20805665713084942,-0.1283937967934206,-0.23675914466599282,-0.15178757649575197,-0.17294099821369482,-0.04716002013000442,-0.020206754673926436,0
-0.5814433150209043,-0.029121637786504374,-0.03181948262240497,-0.20228472866599628,-0.09497781245721425,-0.037142259880820684,0.009611997542069102,-0.027942284242065296,-0.20140150288821612,-0.13422358097697704,-0.11711589718393509,-0.14254284328749828,-0.17081512244590316,-0.041427431220042665,-0.033910534159972576,0
-0.27496807375152793,-0.03456218070923569,-0.03192945878871024,0.21302440851994475,-0.09497781245721425,-0.04013923434046664,-0.027525483819507802,-0.02833032414520228,-0.19474634864558282,-0.13146194470646214,-0.23524882081785184,-0.13990149094228296,-0.16337455725863234,-0.04730864412403356,-0.027423731260842202,0
0.5191005035027615,-0.033738398070946043,-0.029673045164142067,-0.2840817677827596,-0.0882800220423705,-0.03396071858816336,-0.027525483819507802,-0.02603686025350473,-0.02171233833711688,-0.13416816427585115,-0.06378587340344447,-0.14254284328749828,0.08747878334078375,-0.0022050944110628507,-0.03455987244601547,0
-0.06017873258968051,-0.034643866945372144,-0.03192325737649996,0.19178140655007897,-0.0882800220423705,-0.04014021879940912,-0.027520818918578174,-0.028358346551383938,-0.19696473339312726,-0.13453041172348001,-0.23675914466599282,-0.15310825266835965,-0.15699692995525735,-0.04746163688296264,-0.03463202114446468,0
-0.43396203113994053,-0.03484806676369364,-0.03195606064802727,-0.09655454278575312,-0.09497781245721425,-0.04019686862287532,-0.027525421923705537,-0.028357612703182312,-0.20288042605324574,-0.1342389225143022,0.20636382177456253,-0.14386351946010595,-0.171878060329799,-0.047441506622015996,-0.03463202114446468,0
0.9963059903733601,-0.008175956861228208,-0.026874468124067744,-0.1846590594198998,-0.06483775559041736,0.07509494475437835,-0.027525483819507802,-0.01922089873062972,-0.1681257316750496,-0.13453041172348001,0.4198086524254316,-0.11084661514491424,-0.1484934268840907,0.1184790188473366,-0.03463202114446468,0
-0.5962158827838062,-0.034726557737836436,-0.031952678626433424,-0.34634243729268593,-0.09162891724979237,-0.040140377853411305,-0.027525483819507802,-0.028354145926120025,-0.1814360401603162,-0.13424860609266182,-0.2014836578325708,-0.10820526279969891,-0.17081512244590316,-0.047320822056192174,-0.03463202114446468,0
0.19345311152905917,-0.03483977033472524,-0.031925118809067086,-0.13351554649869035,-0.09497781245721425,-0.040195905381383096,-0.027525483819507802,-0.02832595842558122,-0.1252369598891905,-0.13448120527666332,-0.23661346473857583,-0.07782971082972254,-0.11341647671552829,-0.047419809428713836,-0.03451934652209655,0
